UC,ID,source_content,target_content,label
1.txt,35.txt,"Input anagrafica laboratory 
It allows the operator to enter 
                 the anagrafica of a laboratory 
                 analysis or any data that the 
                 characterize 
                 Has an interest to enter the age of 
                 laboratory within the S I O 
The Operator has been recognized by ` 
                 System (See UcValOp) and has 
                 all the data that characterize 
                 the anagrafica of the laboratory 
The data in the S I O 
                 not be modified 
                 Success: The anagrafica of the laboratory 
                 is properly inserted inside 
                 the S I O 
The operator activates the execution of 
                 the anagrafica input service 
                 Laboratory 
1 View the mask 
     to enter 
     information needed
2 Inserts data about the anagrafica of 
                                laboratory 
3 Confirm placement 
4 Verify the data entered 
     by 
5 Stores data 
6 Notify that the operation 
     it is `finished with 
     success 
Data entered invalid 
4 1 Display a message showing the 
          data deemed invalid 
   4 2 Reinserts running from 1 
          underpinned the fields of the form with data 
          Entered 
Operator cancels operation 
   3 1 ends the execution of use case with 
          failure 
   2 1 The anagrafica of a laboratory is characterized ` 
          by the following data: name VAT 
          address city province CAP addresses 
          Additional telephone and Notes 
          NB: In italics are highlighted data 
          Optional whose inclusion does not affect 
          on the correct completion of operation","Delete anagrafica doctor 
     The service was launched following the express request 
by the actor The Operator logs on to form 
main (for instance GUIPrincipale) and there select the function 
anagrafica doctor management control then 
GUIPrincipaleHandler to the instance of the delegation which application 
GUIAnagraficaMedicoHandler to the task of managing the service 
The first step is to obtain a list of all doctors 
therefore control passes to the instance of the MedicoManager 
through which instances of Doctor retrieves the list and 
returns backward up to the instance of 
GUIAnagraficaMedicoHandler Now that object shall 
to display the list of doctors obtained on 
mask on the management of the registration of doctors 
(instance of GUIAnagraficaMedico) The operator selects 
from your doctor to be eliminated and active function 
disposal of medical data of its monitoring and 
GUIAnagraficaMedicoHandler passes to the instance of the delegation which 
the task of finding data for selected medical 
The application of MedicoManager by the panel 
Doctor provides for recovery of such data will provide application 
GUIAnagraficaMedicoHandler of which in turn takes care of them 
GUIAnagraficaMedico mask on display at this point 
Operator confirms the changes made and control passes 
GUIAnagraficaMedicoHandler to the instance of which the delegation 
to eliminate the doctor selected to the instance of 
MedicoManager latter through the application of Doctor 
to provide and passes control to the instance of 
GUIAnagraficaMedicoHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the management 
the register of doctors (for instance GUIAnagraficaMedico) This 
feature is was described by the collaboration diagram 
Fig 3 of 6",0
14.txt,39.txt,"Book visit 
It allows the operator to meet 
                 request for a booking service 
                 made by an ambulatory patient 
                 The Operator has an interest in the record 
                 renting an outpatient service 
                 requested by a patient 
The Operator has been recognized by ` 
                 System (See UcValOp) The patient is ` 
                 been recognized by the system (See 
                 UcValPaz) and has issued to 
                 The module R S A properly completed 
The data in the S I O 
                 not be modified 
                 Success: The outpatient service 
                 required is properly booked 
The operator activates the execution of 
                 service booking service 
                 Outpatient 
1 
       First visit 
     
        The Operator has 
        received a request 
        First visit 
        part of a patient 
     
        Inserting anagrafica
     patient 
2 View the mask 
     for booking of
     service 
     Outpatient 
3 Select the type of visit 
                                that the patient wants 
                                make 
4 Inserts motivation of the
                                Request 
5 Confirm data inserted
6 Verify that the sequence 
     Reservations are 
     valid 
     (See BrValSeq) 
Includes 7 (Select dates 
     available) 
8 Confirm your reservation 
9 Stores data 
Notify the operator 10 
     that the operation was ` 
     concluded successfully 
Sequence reservations invalid 
   6 1 Show an appropriate message 
   6 2 Reinserts execution from step 2 
Operator cancels the operation 
Reservations 
  5 1 ends the use case with failure 
   8 1 
   9 1 For a first visit has shown to this point 
          that will be saved even the personal data 
          In addition, the patient always in the case of a 
          Before visiting the system will 
          view and print the card in hospital 
          patient","Access section patient failed (by code 
     Hospital Card) 
     The service was launched following the explicit request 
by the actor The Operator logs on to form 
on the management section of the patient (body 
of GUILoginPaziente) insert the code from the Hospital Card 
Patient who has made a request and select the function 
validation control then the application of 
GUILoginPazienteHandler which delegates to the instance of 
HospitalCardManager the task of managing the service 
The latter is responsible for validating the data entered by 
through the application of the Hospital Card fails 
the transaction is notified backward up to the instance of 
GUILoginPazienteHandler which shall display 
an error message on screen access (application 
of GUILoginPaziente) This feature has been described by ` 
The sequence diagram of Fig 3 14",0
19.txt,39.txt,"Access section patient 
It allows access to this patient 
                 by enabling the operator to 
                 meet one or more Requests received 
                 by Patient 
                 The Operator's interest to access the section of
                 the patient in order to 
                 enslave the requests received from 
                 Patient 
The Operator has been recognized by ` 
                 System (See UcValOp) 
The system denies access to 
                 section patient 
                 Success: The operator gets access 
                 section and enabled the patient to 
                 meet the requests received from 
                 Patient 
The operator activates the execution of 
                 service access to section patient 
Includes 1 (valid patient) 
2 View mask of
     section patient 
Operator cancels the operation 
access to patient session 
  3 1 ends the use case with failure","Access section patient failed (by code 
     Hospital Card) 
     The service was launched following the explicit request 
by the actor The Operator logs on to form 
on the management section of the patient (body 
of GUILoginPaziente) insert the code from the Hospital Card 
Patient who has made a request and select the function 
validation control then the application of 
GUILoginPazienteHandler which delegates to the instance of 
HospitalCardManager the task of managing the service 
The latter is responsible for validating the data entered by 
through the application of the Hospital Card fails 
the transaction is notified backward up to the instance of 
GUILoginPazienteHandler which shall display 
an error message on screen access (application 
of GUILoginPaziente) This feature has been described by ` 
The sequence diagram of Fig 3 14",1
14.txt,49.txt,"Book visit 
It allows the operator to meet 
                 request for a booking service 
                 made by an ambulatory patient 
                 The Operator has an interest in the record 
                 renting an outpatient service 
                 requested by a patient 
The Operator has been recognized by ` 
                 System (See UcValOp) The patient is ` 
                 been recognized by the system (See 
                 UcValPaz) and has issued to 
                 The module R S A properly completed 
The data in the S I O 
                 not be modified 
                 Success: The outpatient service 
                 required is properly booked 
The operator activates the execution of 
                 service booking service 
                 Outpatient 
1 
       First visit 
     
        The Operator has 
        received a request 
        First visit 
        part of a patient 
     
        Inserting anagrafica
     patient 
2 View the mask 
     for booking of
     service 
     Outpatient 
3 Select the type of visit 
                                that the patient wants 
                                make 
4 Inserts motivation of the
                                Request 
5 Confirm data inserted
6 Verify that the sequence 
     Reservations are 
     valid 
     (See BrValSeq) 
Includes 7 (Select dates 
     available) 
8 Confirm your reservation 
9 Stores data 
Notify the operator 10 
     that the operation was ` 
     concluded successfully 
Sequence reservations invalid 
   6 1 Show an appropriate message 
   6 2 Reinserts execution from step 2 
Operator cancels the operation 
Reservations 
  5 1 ends the use case with failure 
   8 1 
   9 1 For a first visit has shown to this point 
          that will be saved even the personal data 
          In addition, the patient always in the case of a 
          Before visiting the system will 
          view and print the card in hospital 
          patient","Show clinic folder
The service was launched following the explicit request 
The part of the Patient actor Patient access to the form 
main (for instance GUIPrincipale) on the management of 
all services provided by the system to the demands of patients 
and there select the display of their clinic folder
The patient then passes control to the instance of 
GUIPrincipaleHandler which delegates to the instance of 
GUICartellaClinicaHandler the task of managing the service 
the first step to take is to find the data for 
all visits and examinations carried out by Patient 
applicant, and therefore control passes to the instance of 
CartellaClinicaManager At this point through a process 
iterative are the retrieval of all visits and all 
step is carried out as follows: The body of 
VisiteManager found through the application of the data Visits 
for a visit and then passes control 
EsamiManager application to ensure that through instances of 
Consideration for finding all the examinations for the visit 
At the end of this process, the results are sent 
to the instance of CartellaClinicaManager The next step 
is to find anarafica data relating to patient 
applicant, and therefore control passes to the instance of 
PazienteManager through which the request for Patient Recovers 
such data and sends them up backward to the instance of 
CartellaClinicaManager At this point the control switches 
GUICartellaClinicaHandler to the instance of which shall 
visualization of anagrafica data and Patient visits 
performed on the mask on the management of folders 
clinics (for instance GUICartellaClinica) This feature is ` 
been described by the collaboration diagram of Fig 3 11",0
26.txt,42.txt,"Report reservations 
It allows the operator to have a 
                 report on reservation
                 The Operator's interest to have a 
                 report of reservation done 
The Operator has been recognized by ` 
                 System (See UcValOp) 
The operator activates the execution of 
                 service report reservation 
1 View the mask 
     for viewing of the report of reservation
2 Select the 
             time gap 
3 Select the type of 
                                Information summary 
4 Confirm selection 
5 Access to the database and 
     found in the 
     training required 
6 View 
     information obtained 
Operator decides to print 
information 
   6 1 Start printing information 
          displayed 
   6 2 generates the report and sends it to 
          Printer 
Operator cancels the operation 
   4 1 ends the use case with failure 
   3 1 An operator can ""access the following 
          summary information: 
          for a particular patient you want 
             know the sequence of bookings 
             in a given period or throughout the period 
             where it was in contact with the clinic 
             specifying the dates of appointments and 
             the types of visit; 
          for a specific date you want 
          a list of all reservations 
          made","reservation for a visit after initial 
     The service was launched following the express request 
by the actor The Operator logs on to form 
Patient's main section (for instance GUIPaziente) and there 
check the function of reservation a visit next 
The first control and then passes to the instance of 
GUIPazienteHandler which delegates to the instance of 
GUIPrenotaVisitaHandler the task of managing the service 
     
     Choosing the type of visit 
     
     The application of class GUIPrenotaVisitaHandler displays the 
mask on the reservation to visit the 
Patient must be subject (for instance GUIPrenotaVisita) On this 
Operator select the form and confirms the type of access and 
control returns to the instance of which GUIPrenotaVisitaHandler 
delegating the task to insert a new one application 
of PrenotazioniManager 
     
     Creating the new reservation 
     
      The application of class through the application PrenotazioniManager 
reservation creates a new reservation, at this point 
The body of Reservation shall verify the validity of 
reservation or check that the new reservation respects 
the sequence of reservation valid If the 
Reservations is a valid reservation shall notify the 
success of the creation of a reservation 
backward up to the instance of GUIPrenotaVisitaHandler 

     Finding data available 
     
     The application of the proxy class GUIPrenotaVisitaHandler 
to the instance of PrenotazioniManager task of finding the first 
date available when the visit can ""keep this date is 
GUIPrenotaVisitaHandler given to the instance of which shall 
to display it on form 
reservation a visit (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     
     
     
     
     
     
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceed to store the reservation by delegating this 
PrenotazioniManager task to the instance of this application 
through the application for reservation shall saving 
data on the reservation Once this 
operation control passes to the instance of 
GUIPrenotaVisitaHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the reservation 
a visit (for instance GUIPrenotaVisita) 
     This feature is was described by the collaboration 
diagram of Fig 3 17 Also because? the book a 
Outpatient service is `the heart of it 
`is thought to comment on that functionality with un'activity diagram 
(Fig 3 18) in order to make more clear the iterations 
that we are among the players and the system itself",0
7.txt,49.txt,"Validation operator 
He works to perform the functions 
                necessary to authenticate an 
                Operator 
                It's Interest to make their 
                validation in order to use the 
                all features available 
                System 
The Operator is not recognized by 
                system 
                Success: The Operator is recognized by  
                system and enabled it 
The operator tries to log on system
1 View the mask 
     for validation 
     of operator
2 Inserts login and password 
3 Confirm data 
4 verify login and 
     identify a password 
     Operator within 
     the S I O 
5 allows access 
6 View the main mask 

Operator cancels the operation 
validation 
   3 1 System: ends the execution of use case with 
          failure 
Validation Failed 
   4 1 System: Show appropriate message 
   4 2 System: take back the execution by 1 point 
          underpinned the fields of the form with data 
          insert by user","Show clinic folder
The service was launched following the explicit request 
The part of the Patient actor Patient access to the form 
main (for instance GUIPrincipale) on the management of 
all services provided by the system to the demands of patients 
and there select the display of their clinic folder
The patient then passes control to the instance of 
GUIPrincipaleHandler which delegates to the instance of 
GUICartellaClinicaHandler the task of managing the service 
the first step to take is to find the data for 
all visits and examinations carried out by Patient 
applicant, and therefore control passes to the instance of 
CartellaClinicaManager At this point through a process 
iterative are the retrieval of all visits and all 
step is carried out as follows: The body of 
VisiteManager found through the application of the data Visits 
for a visit and then passes control 
EsamiManager application to ensure that through instances of 
Consideration for finding all the examinations for the visit 
At the end of this process, the results are sent 
to the instance of CartellaClinicaManager The next step 
is to find anarafica data relating to patient 
applicant, and therefore control passes to the instance of 
PazienteManager through which the request for Patient Recovers 
such data and sends them up backward to the instance of 
CartellaClinicaManager At this point the control switches 
GUICartellaClinicaHandler to the instance of which shall 
visualization of anagrafica data and Patient visits 
performed on the mask on the management of folders 
clinics (for instance GUICartellaClinica) This feature is ` 
been described by the collaboration diagram of Fig 3 11",0
3.txt,39.txt,"Delete anagrafica laboratory 
It allows the operator to remove 
                the anagrafica of a laboratory of
                analysis 
                He works for the elimination of data 
                at anagrafica on a laboratory 
                analysis 
The Operator has been recognized by  
                System (See UcValOp) and age 
                Laboratory is `inside the 
                I S O 
The anagrafica data of 
                laboratory are not changed: 
                remain in the state this first 
                of execution
                Success: The age of the laboratory 
                is successfully eliminated 
The operator activates the execution of 
                elimination of the anagrafica of 
                Laboratory 
1 View the list of 
      laboratories 
     in the S I O 
2 Select the laboratory 
                               which change 
                               the anagrafica
3 Confirm your selection 
4 View the mask 
     to eliminate 
     the anagrafica of 
     laboratory 
6 confirm the delete of 
                               laboratory 
7 Delete the data 
     about anagrafica of 
     laboratory 
Notify 8 that the operation 
     it is `finished with 
     success 
Operator cancels operation 
  3 1 ends the execution of use case with 
   6 1 failure 
   4 1 The mask will contain data on the 
          laboratory selected to enable 
          the operator to monitor them in detail before 
          to act the delete","Access section patient failed (by code 
     Hospital Card) 
     The service was launched following the explicit request 
by the actor The Operator logs on to form 
on the management section of the patient (body 
of GUILoginPaziente) insert the code from the Hospital Card 
Patient who has made a request and select the function 
validation control then the application of 
GUILoginPazienteHandler which delegates to the instance of 
HospitalCardManager the task of managing the service 
The latter is responsible for validating the data entered by 
through the application of the Hospital Card fails 
the transaction is notified backward up to the instance of 
GUILoginPazienteHandler which shall display 
an error message on screen access (application 
of GUILoginPaziente) This feature has been described by ` 
The sequence diagram of Fig 3 14",0
24.txt,42.txt,"Access Box Tower 
Allows the patient to access a 
                locations of internally displaced 
                of the outpatient 
                He's Interest to log on to 
                see your information 
The patient must be in possession of 
                Hospital Card 
The patient is not recognized ` 
                system 
                Success: The patient is recognized by ` 
                system and is authorized to have access to 
                His section 
Patient access to one of the locations 
                displaced of the outpatient
Includes 1 (valid patient) 
2 find 
     Information 
     patients 
3 Transfer in the memory 
     Patient data 
4 View the mask 
     root of a Box 
     Tower","reservation for a visit after initial 
     The service was launched following the express request 
by the actor The Operator logs on to form 
Patient's main section (for instance GUIPaziente) and there 
check the function of reservation a visit next 
The first control and then passes to the instance of 
GUIPazienteHandler which delegates to the instance of 
GUIPrenotaVisitaHandler the task of managing the service 
     
     Choosing the type of visit 
     
     The application of class GUIPrenotaVisitaHandler displays the 
mask on the reservation to visit the 
Patient must be subject (for instance GUIPrenotaVisita) On this 
Operator select the form and confirms the type of access and 
control returns to the instance of which GUIPrenotaVisitaHandler 
delegating the task to insert a new one application 
of PrenotazioniManager 
     
     Creating the new reservation 
     
      The application of class through the application PrenotazioniManager 
reservation creates a new reservation, at this point 
The body of Reservation shall verify the validity of 
reservation or check that the new reservation respects 
the sequence of reservation valid If the 
Reservations is a valid reservation shall notify the 
success of the creation of a reservation 
backward up to the instance of GUIPrenotaVisitaHandler 

     Finding data available 
     
     The application of the proxy class GUIPrenotaVisitaHandler 
to the instance of PrenotazioniManager task of finding the first 
date available when the visit can ""keep this date is 
GUIPrenotaVisitaHandler given to the instance of which shall 
to display it on form 
reservation a visit (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     
     
     
     
     
     
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceed to store the reservation by delegating this 
PrenotazioniManager task to the instance of this application 
through the application for reservation shall saving 
data on the reservation Once this 
operation control passes to the instance of 
GUIPrenotaVisitaHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the reservation 
a visit (for instance GUIPrenotaVisita) 
     This feature is was described by the collaboration 
diagram of Fig 3 17 Also because? the book a 
Outpatient service is `the heart of it 
`is thought to comment on that functionality with un'activity diagram 
(Fig 3 18) in order to make more clear the iterations 
that we are among the players and the system itself",0
9.txt,31.txt,"Changing visit 
It allows the operator to change a 
                 Visit previously recorded 
                 The Operator has an interest in a change 
                 Visit previously recorded 
The Operator has been recognized by  
                 System (See UcValOp) visit 
                 is registered in the S I O 
                 Operator and received data 
                 visit to be changing
The clinic of Folder 
                 Patient who was subjected to `visit 
                 is not changed 
                 Success: Information on 
                 Visit concerned are updated 
                 Folder inside the Clinic of
                 Patient 
The operator activates the execution of 
                 service editing a visit 
1 View the list of 
     visits in 
     chronological order 
2 Select the visit by 
                                change 
3 Confirm your selection 
4 View the mask 
     for the modification of a 
     visit 
5 Changing data of the
                                visit 
6 Confirm Changes 
7 Verify the data insert
     by operator
8 Remember the 
     updates 
9 Notify to the operator
     that the operation was ` 
     concluded successfully 
Input of Data about to a 
new examination 
   5 1 Inserting new examination 
              The Operator is interest to input data of
              an examination of the visit in object 
   5 2 Return to step 5 
Changing data on an examination 
   5 1 
            Change examination data 
          
              The Operator's interest to modify the data 
              an examination of the visit 
          
              Edit review 
   5 2 Return to step 5 
Changing data on a 
examination 
   5 1 
            Deleting data examination  
          
              The Operator's interest to delete data 
              an examination of the visit 
          
              Delete examination 
   5 2 Return to step 5 
Invalid data set 
   7 1 Show an appropriate message 
   7 2 take back running from 4 step
          underpinned the fields of the form with data 
          inserted by operator
Operator cancels the operation 
change
  3 1 ends the use case with failure 
   6 1 
   4 1 The data required for registration of 
          visit are: the date the name of the doctor who 
          carried out the survey the reason for the visit 
          illnesses accused by the patient history 
          made by medical diagnosis tests 
          prescribed therapy prescribed (indicating 
          Medicines and time of recruitment) and 'necessary 
          Furthermore, the inclusion of possible values 
          instrumental observations made during the visit 
          (eg heart beat the pressure 
          n number of blood found dioptres etc) 
          For biological testing and / or instrumental is ` 
          must enter information on the 
          laboratory that has made them the values of 
          results of each examination and evaluation 
          diagnosis made by medical","Operator Login Scenario validation run 
     The service was launched following the express request 
by the actor Operator The access to the screen 
on the management of the system (for instance 
GUILogin) enter login and password and check the function 
The validation then passes control to the instance of 
GUILoginHandler which delegates to the instance of OperatoreManager 
the task of managing the latter deals with 
validate the data entered by using the panel 
The successful operator is notified of a 
backward up the application of which requires GUILoginHandler 
to the instance of GUIPrincipaleHandler to enable access to 
Patient applicant and that object shall display 
the main form (for instance GUIPrincipale) This 
feature is was described by the sequence diagram of 
Fig 3 2",0
1.txt,39.txt,"Input anagrafica laboratory 
It allows the operator to enter 
                 the anagrafica of a laboratory 
                 analysis or any data that the 
                 characterize 
                 Has an interest to enter the age of 
                 laboratory within the S I O 
The Operator has been recognized by ` 
                 System (See UcValOp) and has 
                 all the data that characterize 
                 the anagrafica of the laboratory 
The data in the S I O 
                 not be modified 
                 Success: The anagrafica of the laboratory 
                 is properly inserted inside 
                 the S I O 
The operator activates the execution of 
                 the anagrafica input service 
                 Laboratory 
1 View the mask 
     to enter 
     information needed
2 Inserts data about the anagrafica of 
                                laboratory 
3 Confirm placement 
4 Verify the data entered 
     by 
5 Stores data 
6 Notify that the operation 
     it is `finished with 
     success 
Data entered invalid 
4 1 Display a message showing the 
          data deemed invalid 
   4 2 Reinserts running from 1 
          underpinned the fields of the form with data 
          Entered 
Operator cancels operation 
   3 1 ends the execution of use case with 
          failure 
   2 1 The anagrafica of a laboratory is characterized ` 
          by the following data: name VAT 
          address city province CAP addresses 
          Additional telephone and Notes 
          NB: In italics are highlighted data 
          Optional whose inclusion does not affect 
          on the correct completion of operation","Access section patient failed (by code 
     Hospital Card) 
     The service was launched following the explicit request 
by the actor The Operator logs on to form 
on the management section of the patient (body 
of GUILoginPaziente) insert the code from the Hospital Card 
Patient who has made a request and select the function 
validation control then the application of 
GUILoginPazienteHandler which delegates to the instance of 
HospitalCardManager the task of managing the service 
The latter is responsible for validating the data entered by 
through the application of the Hospital Card fails 
the transaction is notified backward up to the instance of 
GUILoginPazienteHandler which shall display 
an error message on screen access (application 
of GUILoginPaziente) This feature has been described by ` 
The sequence diagram of Fig 3 14",0
6.txt,41.txt,"Delete anagrafica doctor 
It allows the operator to delete 
                the anagrafica of a doctor who works 
                at the outpatient 
                He works for the delete of data 
                of anagrafica related to a doctor 
The Operator has been recognized by ` 
                System (See UcValOp) and anagrafica 
                `the doctor is present within the 
                I S O 
The details of the doctor 
                are not modified, remain in 
                This state was before execution
                Success: The  doctor anagrafica is 
                successfully deleted 
The operator activates the execution of 
                delete of the register service 
                Laboratory 
1 View the list of 
      laboratories that are
     in the S I O 
2 Select the doctor which 
                               changing the anagrafica
3 Confirm the selection 
4 View the mask 
     to delete 
     the doctor anagrafica
6 confirm to delete of 
                               doctor 
7 Delete the data 
     about anagrafica of 
     doctor 
Notify 8 that the operation 
     it is `finished with 
     success 
Operator cancels operation 
  3 1 ends the execution of use case with 
   6 1 failure 
   4 1 The mask will contain data about the medical 
          selected so as to allow the operator 
          to examine them in detail before proceeding 
          to delete","reservation a first visit 
     The service was launched following the express request 
by the actor The Operator logs on to form 
main (for instance GUIPrincipale) and there select the function 
reservation an initial visit and then passes control 
GUIPrincipaleHandler to the instance of the delegation which application 
GUIPrenotaVisitaHandler to the task of managing the service Given 
you are reservation a first visit passes control 
the application of which will GUIAnagraficaPazienteHandler 
the integration of anagrafica patient data
     
     Creation of the new Patient 
     
     The application displays the class GUIAnagraficaPazienteHandler 
the mask on the input of anagrafica data of 
Patient (for instance GUIAnagraficaPaziente) At this point 
the operator inserts the data and confirmation of patient 
such data, then passes control to the instance of 
GUIAnagraficaPazienteHandler who moved to the instance of 
PazienteManager verify that the patient within 
If SIO of the patient `This is not then the operation can"" 
and then continue GUIAnagraficaPazienteHandler delegation 
PazienteManager to the instance of the task of creating the new 
The patient by the panel shall Patient 
the creation of a new patient according to data inserted by operator 

     Creating the Hospital Card 
     
     The application of class PazienteManager passes control 
to the instance of HospitalCardManager which in turn means 
The body of Hospital Card provides for the creation of a new 
Hospital Card to be assigned to Patient A after the 
creation sends a notification message that the success 
the backward up to the instance of 
GUIPrenotaVisitaHandler 
     
     Choosing the type of visit 
     
     The application of class GUIPrenotaVisitaHandler displays the 
mask on the reservation to visit the 
Patient must be subject (for instance GUIPrenotaVisita) On this 
Operator select the form and confirms the type of access and 
control returns to the instance of the GUIPrenotaVisitaHandler 
which delegation is to include a new reservation 
to the instance of PrenotazioniManager 
     
     Creating the new reservation 
     
     The application of class through the application PrenotazioniManager 
reservation creates a new reservation, at this point 
The body of Reservation shall verify the validity of 
reservation or check that the new reservation respects 
the sequence of reservations valid If the 
Reservations is a valid reservation shall notify the 
success of the creation of a reservation 
backward up to the instance of GUIPrenotaVisitaHandler 
     
     Finding data available 
     
     The application of the proxy class GUIPrenotaVisitaHandler 
to the instance of PrenotazioniManager task of finding the first 
date available when the visit can ""keep this date is 
GUIPrenotaVisitaHandler given to the instance of which shall 
to display it on form 
reservation a visit (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     Storing data on Patient and Hospital Card 
     
     The application of class GUIPrenotaVisitaHandler pass 
GUIAnagraficaPazienteHandler control application to 
allow it to store data Patient 
The application GUIAnagraficaPazienteHandler in turn delegated 
to store personal data relating to patient 
PazienteManager to the instance of the class that through the application 
Patient in stores on a permanent basis The data 
Control is returned to the backward class 
HospitalCardManager which provides through the application of 
Hospital Card rescue data Hospital Card 
on the patient who is reservation the visit Once 
completion of the operations is returned to storage 
backward a message notifying the success of the up 
to come to the instance of the class GUIAnagraficaPazienteHandler 
     
     Viewing and printing the Hospital Card 
     
      The application of the proxy class GUIAnagraficaPazienteHandler 
to view and print the application Hospital Card 
Class GUIHospitalCardHandler latter obtains data 
Card on Hospital by the appropriate body to HospitalCardManager 
displays the data on screen on the display 
the Hospital Card (for instance GUIHospitalCard) and the delegation 
to print the Hospital Card to the instance of the class 
PrintManager control is returned backward to 
reaching application GUIPrenotaVisitaHandler 
     
     storing reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceed to store the reservation by delegating this 
PrenotazioniManager task to the instance of this application 
through the application for reservation shall saving 
data on the reservation Once this 
operation control passes to the instance of 
GUIPrenotaVisitaHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the reservation 
a visit (for instance GUIPrenotaVisita) 
     This feature is was described by the collaboration 
diagram of Fig 3 16",0
24.txt,40.txt,"Access Box Tower 
Allows the patient to access a 
                locations of internally displaced 
                of the outpatient 
                He's Interest to log on to 
                see your information 
The patient must be in possession of 
                Hospital Card 
The patient is not recognized ` 
                system 
                Success: The patient is recognized by ` 
                system and is authorized to have access to 
                His section 
Patient access to one of the locations 
                displaced of the outpatient
Includes 1 (valid patient) 
2 find 
     Information 
     patients 
3 Transfer in the memory 
     Patient data 
4 View the mask 
     root of a Box 
     Tower","Changing age Patient 

     The service was launched following the express request 
by the actor The Operator logs on to form 
Patient's main section (for instance GUIPaziente) and there 
select the function for amending the register of Patient 
which made the request and then passes control 
GUIPazienteHandler to the instance of that delegation to the instance of 
GUIAnagraficaPazienteHandler the task of managing the service A 
Now the control passes to the instance of 
GUIAnagraficaPazienteHandler which delegated the task of 
retrieve patient data on the applicant to the instance of 
PazienteManager latter through the application of patient 
provides for recovery of such data and provides them to the instance of 
GUIAnagraficaPazienteHandler which in turn takes care of them 
display on screen GUIAnagraficaPaziente 
     At this point, the operator confirms the changes made and 
Control goes back to the instance of 
GUIAnagraficaPazienteHandler which delegated the task of 
store the changes made to data from the 
Patient concerned the application of this PazienteManager 
by the panel shall rescue Patient Data 
and modified when the store passes the 
control of the application to which GUIAnagraficaPazienteHandler 
turn is responsible to notify the success of 
by displaying a message on 
mask on managing the Patient 
(instance of GUIAnagraficaPaziente) This feature is was 
described by the collaboration diagram of Fig 3 15",0
6.txt,38.txt,"Delete anagrafica doctor 
It allows the operator to delete 
                the anagrafica of a doctor who works 
                at the outpatient 
                He works for the delete of data 
                of anagrafica related to a doctor 
The Operator has been recognized by ` 
                System (See UcValOp) and anagrafica 
                `the doctor is present within the 
                I S O 
The details of the doctor 
                are not modified, remain in 
                This state was before execution
                Success: The  doctor anagrafica is 
                successfully deleted 
The operator activates the execution of 
                delete of the register service 
                Laboratory 
1 View the list of 
      laboratories that are
     in the S I O 
2 Select the doctor which 
                               changing the anagrafica
3 Confirm the selection 
4 View the mask 
     to delete 
     the doctor anagrafica
6 confirm to delete of 
                               doctor 
7 Delete the data 
     about anagrafica of 
     doctor 
Notify 8 that the operation 
     it is `finished with 
     success 
Operator cancels operation 
  3 1 ends the execution of use case with 
   6 1 failure 
   4 1 The mask will contain data about the medical 
          selected so as to allow the operator 
          to examine them in detail before proceeding 
          to delete","Access section patient performed (by code 
     tax) 
     The service was launched following the express request 
by the actor The Operator logs on to form 
on the management section of the patient (body 
of GUILoginPaziente) insert the tax code that Patient 
has made a request and select the function 
The validation then passes control to the instance of 
GUILoginPazienteHandler which delegates to the instance of 
PazienteManager the task of managing the service this growth 
deals to validate the data entered by using 
The body of the patient outcome is the 
notified backward up to the instance of GUILoginPazienteHandler 
which requires the application of GUIPazienteHandler to enable 
access by the Section Patient 
applicant and that object shall display 
main form (for instance GUIPaziente) This feature is ` 
been described by the sequence diagram of Fig 3 13",0
